timestamp_seconds,vehicle_count,tracked_vehicle_count,moving_vehicle_count,slow_vehicle_count,stopped_vehicle_count,moving_vehicle_percentage,slow_vehicle_percentage,stopped_vehicle_percentage,average_pixel_speed,median_pixel_speed,vehicle_density_score,vehicle_density_proxy,movement_congestion_score,vision_congestion_score,camera_congestion,traffic_state,camera_traffic_state
0.167,2,2,0,0,2,0.0,0.0,100.0,0.0,0.0,9.523809523809524,11.11,80.0,51.80952380952381,65.9,MODERATE,HIGH
0.834,8,1,1,0,0,100.0,0.0,0.0,28.495618903670486,28.495618903670486,38.095238095238095,44.44,0.0,15.23809523809524,7.62,LOW,LOW
2.502,6,1,1,0,0,100.0,0.0,0.0,11.01275449303965,11.01275449303965,28.57142857142857,33.33,0.0,11.428571428571429,5.71,LOW,LOW
6.173,10,1,0,0,1,0.0,0.0,100.0,0.0,0.0,47.61904761904761,55.56,80.0,67.04761904761905,73.52,HIGH,HIGH
6.34,1,1,1,0,0,100.0,0.0,0.0,74.85029940119769,74.85029940119769,4.761904761904762,5.56,0.0,1.9047619047619049,0.95,LOW,LOW
6.506,0,1,1,0,0,100.0,0.0,0.0,95.72438904861848,95.72438904861848,0.0,0.0,0.0,0.0,0.0,LOW,LOW
6.673,10,1,1,0,0,100.0,0.0,0.0,58.82300210894767,58.82300210894767,47.61904761904761,55.56,0.0,19.047619047619047,9.52,LOW,LOW
6.84,10,1,1,0,0,100.0,0.0,0.0,55.93275955769289,55.93275955769289,47.61904761904761,55.56,0.0,19.047619047619047,9.52,LOW,LOW
7.007,10,1,1,0,0,100.0,0.0,0.0,55.04424045164747,55.04424045164747,47.61904761904761,55.56,0.0,19.047619047619047,9.52,LOW,LOW
7.341,12,1,1,0,0,100.0,0.0,0.0,10.168670964350715,10.168670964350715,57.14285714285714,66.67,0.0,22.857142857142858,11.43,LOW,LOW
7.841,11,1,0,0,1,0.0,0.0,100.0,0.0,0.0,52.38095238095239,61.11,80.0,68.95238095238096,74.48,HIGH,HIGH
8.008,14,1,1,0,0,100.0,0.0,0.0,21.17086171217222,21.17086171217222,66.66666666666666,77.78,0.0,26.666666666666664,13.33,LOW,LOW
8.175,13,2,1,0,1,50.0,0.0,50.0,6.351258513651564,6.351258513651564,61.90476190476191,72.22,40.0,48.76190476190476,44.38,MODERATE,MODERATE
8.342,10,1,1,0,0,100.0,0.0,0.0,39.03714015091411,39.03714015091411,47.61904761904761,55.56,0.0,19.047619047619047,9.52,LOW,LOW
8.508,1,2,1,0,1,50.0,0.0,50.0,10.649198511845686,10.649198511845686,4.761904761904762,5.56,40.0,25.904761904761905,32.95,LOW,MODERATE
8.675,8,2,2,0,0,100.0,0.0,0.0,134.57318111293506,134.57318111293506,38.095238095238095,44.44,0.0,15.23809523809524,7.62,LOW,LOW
8.842,13,2,2,0,0,100.0,0.0,0.0,135.60501604107927,135.60501604107927,61.90476190476191,72.22,0.0,24.761904761904763,12.38,LOW,LOW
9.009,13,1,1,0,0,100.0,0.0,0.0,211.70861712172103,211.70861712172103,61.90476190476191,72.22,0.0,24.761904761904763,12.38,LOW,LOW
9.176,12,1,1,0,0,100.0,0.0,0.0,382.13258777573657,382.13258777573657,57.14285714285714,66.67,0.0,22.857142857142858,11.43,LOW,LOW
9.343,0,1,1,0,0,100.0,0.0,0.0,473.7734238288025,473.7734238288025,0.0,0.0,0.0,0.0,0.0,LOW,LOW
9.51,11,1,1,0,0,100.0,0.0,0.0,413.3254949661166,413.3254949661166,52.38095238095239,61.11,0.0,20.95238095238096,10.48,LOW,LOW
9.676,13,1,1,0,0,100.0,0.0,0.0,326.8731541967508,326.8731541967508,61.90476190476191,72.22,0.0,24.761904761904763,12.38,LOW,LOW
9.843,13,1,1,0,0,100.0,0.0,0.0,276.78017362681624,276.78017362681624,61.90476190476191,72.22,0.0,24.761904761904763,12.38,LOW,LOW
10.01,14,1,1,0,0,100.0,0.0,0.0,225.40754760142192,225.40754760142192,66.66666666666666,77.78,0.0,26.666666666666664,13.33,LOW,LOW
10.177,17,1,1,0,0,100.0,0.0,0.0,187.55041632773464,187.55041632773464,80.95238095238095,94.44,0.0,32.38095238095238,16.19,MODERATE,LOW
10.344,13,1,1,0,0,100.0,0.0,0.0,149.70059880239538,149.70059880239538,61.90476190476191,72.22,0.0,24.761904761904763,12.38,LOW,LOW
10.511,10,2,2,0,0,100.0,0.0,0.0,77.69595390596835,77.69595390596835,47.61904761904761,55.56,0.0,19.047619047619047,9.52,LOW,LOW
10.677,12,1,1,0,0,100.0,0.0,0.0,127.07845246824664,127.07845246824664,57.14285714285714,66.67,0.0,22.857142857142858,11.43,LOW,LOW
10.844,12,2,1,0,1,50.0,0.0,50.0,64.78767966581565,64.78767966581565,57.14285714285714,66.67,40.0,46.85714285714286,43.43,MODERATE,MODERATE
11.011,12,2,2,0,0,100.0,0.0,0.0,161.24395923027475,161.24395923027475,57.14285714285714,66.67,0.0,22.857142857142858,11.43,LOW,LOW
11.178,12,1,1,0,0,100.0,0.0,0.0,207.2799273134229,207.2799273134229,57.14285714285714,66.67,0.0,22.857142857142858,11.43,LOW,LOW
11.345,10,1,1,0,0,100.0,0.0,0.0,234.0122518523252,234.0122518523252,47.61904761904761,55.56,0.0,19.047619047619047,9.52,LOW,LOW
11.511,11,1,1,0,0,100.0,0.0,0.0,306.83000324728533,306.83000324728533,52.38095238095239,61.11,0.0,20.95238095238096,10.48,LOW,LOW
11.678,13,1,1,0,0,100.0,0.0,0.0,28.88458233193342,28.88458233193342,61.90476190476191,72.22,0.0,24.761904761904763,12.38,LOW,LOW
14.181,12,1,0,0,1,0.0,0.0,100.0,0.0,0.0,57.14285714285714,66.67,80.0,70.85714285714286,75.43,HIGH,SEVERE
18.018,12,1,0,0,1,0.0,0.0,100.0,0.0,0.0,57.14285714285714,66.67,80.0,70.85714285714286,75.43,HIGH,SEVERE
18.185,1,1,1,0,0,100.0,0.0,0.0,48.738983820658376,48.738983820658376,4.761904761904762,5.56,0.0,1.9047619047619049,0.95,LOW,LOW
18.352,1,1,1,0,0,100.0,0.0,0.0,61.43198960683532,61.43198960683532,4.761904761904762,5.56,0.0,1.9047619047619049,0.95,LOW,LOW
18.518,1,1,1,0,0,100.0,0.0,0.0,73.5334675646607,73.5334675646607,4.761904761904762,5.56,0.0,1.9047619047619049,0.95,LOW,LOW
18.685,1,1,1,0,0,100.0,0.0,0.0,75.56544589295875,75.56544589295875,4.761904761904762,5.56,0.0,1.9047619047619049,0.95,LOW,LOW
18.852,1,1,1,0,0,100.0,0.0,0.0,85.10581079971114,85.10581079971114,4.761904761904762,5.56,0.0,1.9047619047619049,0.95,LOW,LOW
19.019,1,1,1,0,0,100.0,0.0,0.0,93.53592426235625,93.53592426235625,4.761904761904762,5.56,0.0,1.9047619047619049,0.95,LOW,LOW
19.186,10,1,1,0,0,100.0,0.0,0.0,119.76047904191503,119.76047904191503,47.61904761904761,55.56,0.0,19.047619047619047,9.52,LOW,LOW
19.353,1,1,1,0,0,100.0,0.0,0.0,132.34752158862355,132.34752158862355,4.761904761904762,5.56,0.0,1.9047619047619049,0.95,LOW,LOW
19.52,9,1,1,0,0,100.0,0.0,0.0,146.98128992375717,146.98128992375717,42.85714285714285,50.0,0.0,17.142857142857142,8.57,LOW,LOW
19.686,9,1,1,0,0,100.0,0.0,0.0,162.90141304807145,162.90141304807145,42.85714285714285,50.0,0.0,17.142857142857142,8.57,LOW,LOW
19.853,1,2,1,0,1,50.0,0.0,50.0,99.66058070115616,99.66058070115616,4.761904761904762,5.56,40.0,25.904761904761905,32.95,LOW,MODERATE
