track_id,vehicle_type,observation_count,total_pixel_distance,average_pixel_speed,median_pixel_speed,maximum_pixel_speed,first_timestamp,last_timestamp,movement_status
1,car,5,153.9338132794042,12.87153122097499,11.01275449303965,28.88458233193342,0.167,11.678,MOVING
2,car,2,19.00657780874821,14.247809451835243,14.247809451835243,28.495618903670486,0.167,0.834,INSUFFICIENT_DATA
286,car,6,56.74684893582477,56.72911509468403,57.377880833320276,95.72438904861849,6.173,7.007,MOVING
340,car,3,5.65685424949238,11.29112624649178,12.702517027303127,21.17086171217222,7.841,8.175,MOVING
350,car,5,20.97910131943378,25.15017930114669,21.298397023691372,46.4795649588624,8.175,8.842,MOVING
356,truck,16,619.1419778688224,231.88470414501774,218.21954212250859,473.7734238288025,8.508,11.011,MOVING
427,car,6,146.72029649410368,146.73365917899312,169.77984998717415,306.83000324728533,10.844,14.181,MOVING
721,car,14,290.6126317324911,124.4007983802838,106.64820165213564,301.504587551623,18.018,20.187,MOVING
764,car,3,29.003201708865454,57.89062217338422,83.40352261786818,90.2683439022845,19.853,20.187,MOVING
774,car,1,0.0,0.0,0.0,0.0,20.187,20.187,INSUFFICIENT_DATA
979,car,6,105.66127506925768,105.45037432061633,119.60754021551787,176.03670174956838,25.692,26.527,MOVING
1031,car,5,44.55480479109447,30.45346608071092,26.946107784431454,59.88023952095752,26.86,29.863,MOVING
1148,car,6,91.77749563912963,91.68368290432907,99.9841685416539,152.66525489798937,30.197,31.031,MOVING
1153,truck,9,335.26493878358207,223.4314426716287,236.29944338174195,517.4013072389989,30.364,31.698,MOVING
1216,truck,10,114.03456376814148,68.37718048312291,75.21392450299291,101.02716765812497,32.199,33.7,MOVING
1316,car,9,159.3813420245055,106.10757442458504,98.34233564647484,218.89073923873133,34.868,36.203,MOVING
1322,car,7,214.45423270165605,183.60767677400017,183.14144715133196,349.1202838132269,35.035,36.036,MOVING
1488,truck,21,753.7831956664261,215.14213167678545,170.42214935039007,582.7873343915224,40.874,44.211,MOVING
1579,car,2,6.800735254367722,20.36148279750882,20.36148279750882,40.72296559501764,43.877,44.044,INSUFFICIENT_DATA
1757,car,5,144.9963336548272,24.94681886211975,23.48583899591176,66.87832322643055,47.381,56.223,MOVING
1799,truck,2,1.118033988749895,3.3474071519457613,3.3474071519457613,6.694814303891523,48.048,48.215,INSUFFICIENT_DATA
1950,car,4,28.998978348238985,43.411644233891,53.18226293747516,67.2820510606137,51.718,52.219,MOVING
2015,car,5,91.67513846053747,44.99074223017529,22.801715885819867,102.19190518488533,54.555,58.892,MOVING
2046,car,3,30.600766272276374,3.130029165178627,3.373313343328328,6.016774152207554,55.556,61.228,SLOW
2076,car,1,0.0,0.0,0.0,0.0,56.223,56.223,INSUFFICIENT_DATA
2525,car,6,47.97899592494794,47.94251776569177,52.67164924773907,75.56544589295714,63.897,64.731,MOVING
2777,car,11,143.0035559142517,77.9064472637955,82.81027955652215,162.03663626029558,67.901,77.744,MOVING
2974,car,1,0.0,0.0,0.0,0.0,74.241,74.241,INSUFFICIENT_DATA
3019,car,1,0.0,0.0,0.0,0.0,76.076,76.076,INSUFFICIENT_DATA
3035,car,6,100.36454248051125,100.24357568325526,105.89840380840573,167.90508853664454,76.41,77.244,MOVING
3096,car,1,0.0,0.0,0.0,0.0,78.412,78.412,INSUFFICIENT_DATA
3209,car,2,8.32165848854662,25.06523641128548,25.06523641128548,50.13047282257096,82.416,82.582,INSUFFICIENT_DATA
3375,car,10,94.8669451715959,56.847682897107084,58.2328097672058,94.01388304255947,87.921,89.423,MOVING
3394,car,13,268.57976020099204,108.26894385153818,97.1555732909449,248.1420074849705,88.422,91.091,MOVING
3428,car,8,105.63429890085416,79.1284612290856,87.0698362311525,110.7784431137714,89.256,90.424,MOVING
3442,car,7,127.5638312496545,109.28716547265026,118.8588816843055,192.86518787447056,89.756,90.757,MOVING
3443,car,7,99.91599571350818,85.4713393614262,92.86264921718967,195.18570075456844,89.756,92.593,MOVING
3603,car,2,5.852349955359813,2.9232517259539383,2.9232517259539383,5.846503451907877,95.429,96.43,INSUFFICIENT_DATA
3619,car,4,33.73141823362193,26.88699089600387,25.92806077742975,55.69184202915598,96.43,98.098,MOVING
3640,car,9,161.00323523656965,107.19138850520001,105.42168674698998,227.72211820127228,97.097,99.766,MOVING
