CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-02-16 01:47:00,30,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN,"CURVE, LEVEL",WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_107,2,2,0,1,41.981631,-87.547812,8,0,Monday,2,1,Night,0,0
2026-02-16 03:31:00,45,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_103,2,2,0,1,41.919728,-87.592857,8,0,Monday,2,3,Night,0,0
2026-02-16 09:43:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_116,3,2,0,1,42.119736,-87.436949,8,0,Monday,2,9,Morning_Rush,0,0
2026-02-16 13:38:00,25,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,"CURVE, LEVEL",ICE,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_103,2,2,0,1,41.922104,-87.599829,8,0,Monday,2,13,Midday,0,0
2026-02-16 14:04:00,30,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,T-INTERSECTION,STRAIGHT AND LEVEL,ICE,NO DEFECTS,Y,IMPROPER OVERTAKING/PASSING,BEAT_105,1,2,1,1,41.952926,-87.571213,8,0,Monday,2,14,Midday,0,1
2026-02-16 14:45:00,30,SNOW,DAWN,SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,ICE,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_113,2,2,0,1,42.0719,-87.476036,8,0,Monday,2,14,Midday,0,0
2026-02-16 18:38:00,25,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,WEATHER,BEAT_118,2,2,0,1,42.14406,-87.411319,8,0,Monday,2,18,Evening_Rush,0,0
2026-02-16 21:33:00,35,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_109,3,2,0,1,42.016349,-87.523095,8,0,Monday,2,21,Night,0,0
2026-02-16 21:42:00,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_120,2,2,0,1,42.17471,-87.387194,8,0,Monday,2,21,Night,0,0
2026-02-16 22:40:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT ON GRADE,DRY,NO DEFECTS,N,WEATHER,BEAT_119,2,2,0,1,42.16666,-87.40271,8,0,Monday,2,22,Night,0,0
2026-02-17 00:56:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_107,2,2,0,2,41.978684,-87.547614,8,1,Tuesday,2,0,Night,0,0
2026-02-17 08:07:00,40,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN,STRAIGHT ON GRADE,DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_120,2,2,0,2,42.17503,-87.392183,8,1,Tuesday,2,8,Morning_Rush,0,0
2026-02-17 09:36:00,30,CLEAR,DAYLIGHT,ANGLE,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",N,IMPROPER OVERTAKING/PASSING,BEAT_116,2,2,1,2,42.113812,-87.435009,8,1,Tuesday,2,9,Morning_Rush,0,1
2026-02-17 10:02:00,25,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_110,2,2,0,2,42.02845,-87.511086,8,1,Tuesday,2,10,Midday,0,0
2026-02-17 10:07:00,35,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_109,2,2,0,2,42.014835,-87.523769,8,1,Tuesday,2,10,Midday,0,0
2026-02-17 10:28:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_113,2,2,0,2,42.071619,-87.473744,8,1,Tuesday,2,10,Midday,0,0
2026-02-17 18:15:00,25,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_111,2,2,2,2,42.036036,-87.498418,8,1,Tuesday,2,18,Evening_Rush,0,1
2026-02-18 01:29:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,"CURVE, LEVEL",DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_115,1,2,0,3,42.106029,-87.447788,8,2,Wednesday,2,1,Night,0,0
2026-02-18 02:06:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,"CURVE, LEVEL",WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_111,4,2,0,3,42.040835,-87.49211,8,2,Wednesday,2,2,Night,0,0
