CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-06-29 00:06:00,35,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_108,1,6,1,1,41.999514,-87.535289,27,0,Monday,6,0,Night,0,1
2026-06-29 03:14:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,WEATHER,BEAT_109,2,6,0,1,42.011066,-87.52388,27,0,Monday,6,3,Night,0,0
2026-06-29 05:05:00,35,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_108,2,6,0,1,41.996826,-87.530337,27,0,Monday,6,5,Night,0,0
2026-06-29 07:27:00,45,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,STRAIGHT ON GRADE,DRY,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_115,2,6,1,1,42.101084,-87.452241,27,0,Monday,6,7,Morning_Rush,0,1
2026-06-29 07:54:00,25,RAIN,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,"RUT, HOLES",Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_102,2,6,0,1,41.906123,-87.609298,27,0,Monday,6,7,Morning_Rush,0,0
2026-06-29 08:22:00,35,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_105,2,6,0,1,41.94882,-87.568303,27,0,Monday,6,8,Morning_Rush,0,0
2026-06-29 09:43:00,25,SNOW,DAWN,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,IMPROPER OVERTAKING/PASSING,BEAT_120,3,6,0,1,42.180269,-87.391161,27,0,Monday,6,9,Morning_Rush,0,0
2026-06-29 09:43:00,30,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,WORN SURFACE,N,FOLLOWING TOO CLOSELY,BEAT_119,2,6,0,1,42.161509,-87.398229,27,0,Monday,6,9,Morning_Rush,0,0
2026-06-29 09:50:00,40,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_105,1,6,1,1,41.956513,-87.570551,27,0,Monday,6,9,Morning_Rush,0,1
2026-06-29 11:41:00,40,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,"RUT, HOLES",N,WEATHER,BEAT_103,2,6,0,1,41.925703,-87.593568,27,0,Monday,6,11,Midday,0,0
2026-06-29 11:53:00,45,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_106,2,6,0,1,41.969144,-87.555647,27,0,Monday,6,11,Midday,0,0
2026-06-29 15:11:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_109,2,6,0,1,42.013098,-87.51821,27,0,Monday,6,15,Midday,0,0
2026-06-29 17:09:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_119,2,6,2,1,42.161117,-87.398578,27,0,Monday,6,17,Evening_Rush,0,1
2026-06-29 17:31:00,40,RAIN,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,WEATHER,BEAT_112,2,6,0,1,42.057561,-87.487975,27,0,Monday,6,17,Evening_Rush,0,0
2026-06-29 17:52:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,"CURVE, LEVEL",WET,NO DEFECTS,N,IMPROPER OVERTAKING/PASSING,BEAT_110,2,6,0,1,42.026268,-87.510966,27,0,Monday,6,17,Evening_Rush,0,0
2026-06-30 06:10:00,25,SNOW,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,"CURVE, LEVEL",WET,WORN SURFACE,N,FOLLOWING TOO CLOSELY,BEAT_114,2,6,0,2,42.089079,-87.459065,27,1,Tuesday,6,6,Morning_Rush,0,0
2026-06-30 07:50:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_109,2,6,0,2,42.013534,-87.520129,27,1,Tuesday,6,7,Morning_Rush,0,0
2026-06-30 07:56:00,35,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,ALLEY,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_120,2,6,2,2,42.183111,-87.385223,27,1,Tuesday,6,7,Morning_Rush,0,1
2026-06-30 08:02:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,WEATHER,BEAT_113,2,6,0,2,42.071883,-87.476197,27,1,Tuesday,6,8,Morning_Rush,0,0
2026-06-30 13:49:00,20,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_105,3,6,0,2,41.951108,-87.565667,27,1,Tuesday,6,13,Midday,0,0
2026-06-30 14:07:00,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_112,2,6,0,2,42.057933,-87.482525,27,1,Tuesday,6,14,Midday,0,0
2026-06-30 14:10:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,WEATHER,BEAT_113,1,6,0,2,42.07274,-87.477726,27,1,Tuesday,6,14,Midday,0,0
2026-06-30 14:30:00,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_114,2,6,0,2,42.086734,-87.460095,27,1,Tuesday,6,14,Midday,0,0
2026-06-30 15:10:00,30,CLEAR,DAYLIGHT,REAR END,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_110,2,6,2,2,42.031393,-87.510493,27,1,Tuesday,6,15,Midday,0,1
2026-06-30 15:41:00,45,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_109,2,6,0,2,42.010782,-87.515877,27,1,Tuesday,6,15,Midday,0,0
2026-06-30 15:45:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,DEBRIS ON ROAD,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_112,2,6,0,2,42.056635,-87.488877,27,1,Tuesday,6,15,Midday,0,0
2026-06-30 17:55:00,40,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_113,2,6,0,2,42.071725,-87.476795,27,1,Tuesday,6,17,Evening_Rush,0,0
