CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-05-04 00:11:00,30,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,WET,WORN SURFACE,N,FOLLOWING TOO CLOSELY,BEAT_104,2,5,0,1,41.936387,-87.587481,19,0,Monday,5,0,Night,0,0
2026-05-04 04:22:00,30,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_109,2,5,1,1,42.011445,-87.523427,19,0,Monday,5,4,Night,0,1
2026-05-04 06:40:00,25,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_105,4,5,0,1,41.955882,-87.573219,19,0,Monday,5,6,Morning_Rush,0,0
2026-05-04 13:02:00,25,SEVERE RAIN,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,BEAT_107,2,5,0,1,41.984201,-87.547263,19,0,Monday,5,13,Midday,0,0
2026-05-04 14:08:00,35,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_108,2,5,0,1,42.00008,-87.532352,19,0,Monday,5,14,Midday,0,0
2026-05-04 16:11:00,25,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN,STRAIGHT ON GRADE,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_104,2,5,2,1,41.937351,-87.580844,19,0,Monday,5,16,Evening_Rush,0,1
2026-05-04 16:23:00,55,CLEAR,DARKNESS,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_113,2,5,0,1,42.07065,-87.47432,19,0,Monday,5,16,Evening_Rush,0,0
2026-05-04 19:17:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_108,1,5,0,1,41.996306,-87.53403,19,0,Monday,5,19,Evening_Rush,0,0
2026-05-04 20:35:00,25,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,"CURVE, LEVEL",WET,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,BEAT_110,2,5,0,1,42.026327,-87.50751,19,0,Monday,5,20,Night,0,0
2026-05-04 20:53:00,25,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,"CURVE, LEVEL",DRY,SHOULDER DEFECT,Y,FOLLOWING TOO CLOSELY,BEAT_107,2,5,0,1,41.980627,-87.54648,19,0,Monday,5,20,Night,0,0
2026-05-04 22:32:00,55,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_108,2,5,0,1,41.997838,-87.532946,19,0,Monday,5,22,Night,0,0
2026-05-04 23:10:00,25,CLEAR,DAYLIGHT,TURNING,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,WEATHER,BEAT_103,2,5,0,1,41.92831,-87.595418,19,0,Monday,5,23,Night,0,0
2026-05-04 23:39:00,25,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,CURVE ON GRADE,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_101,4,5,0,1,41.892516,-87.620106,19,0,Monday,5,23,Night,0,0
2026-05-05 04:14:00,20,CLEAR,DAWN,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_117,2,5,0,2,42.134361,-87.423387,19,1,Tuesday,5,4,Night,0,0
2026-05-05 05:52:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,WEATHER,BEAT_105,2,5,2,2,41.951839,-87.569133,19,1,Tuesday,5,5,Night,0,1
2026-05-05 08:23:00,45,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_112,3,5,0,2,42.060236,-87.489076,19,1,Tuesday,5,8,Morning_Rush,0,0
2026-05-05 09:18:00,55,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,"CURVE, LEVEL",SNOW OR SLUSH,NO DEFECTS,N,PHYSICAL CONDITION OF DRIVER,BEAT_104,2,5,0,2,41.943406,-87.583276,19,1,Tuesday,5,9,Morning_Rush,0,0
2026-05-05 09:40:00,25,RAIN,DAYLIGHT,REAR END,FOUR WAY INTERSECTION,STRAIGHT ON GRADE,SNOW OR SLUSH,NO DEFECTS,Y,IMPROPER OVERTAKING/PASSING,BEAT_114,2,5,1,2,42.089011,-87.45953,19,1,Tuesday,5,9,Morning_Rush,0,1
