CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-11-30 00:05:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,T-INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_107,2,11,0,1,41.983409,-87.548968,49,0,Monday,11,0,Night,0,0
2026-11-30 03:03:00,25,CLEAR,DAYLIGHT,REAR END,FOUR WAY INTERSECTION,"CURVE, LEVEL",DRY,NO DEFECTS,Y,WEATHER,BEAT_106,2,11,0,1,41.972629,-87.556498,49,0,Monday,11,3,Night,0,0
2026-11-30 03:25:00,25,CLEAR,DARKNESS,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,WORN SURFACE,Y,FOLLOWING TOO CLOSELY,BEAT_115,2,11,0,1,42.106376,-87.454229,49,0,Monday,11,3,Night,0,0
2026-11-30 07:05:00,25,CLEAR,DUSK,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",Y,FOLLOWING TOO CLOSELY,BEAT_109,1,11,0,1,42.007646,-87.516609,49,0,Monday,11,7,Morning_Rush,0,0
2026-11-30 07:52:00,25,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,CURVE ON GRADE,DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_105,2,11,0,1,41.953577,-87.574076,49,0,Monday,11,7,Morning_Rush,0,0
2026-11-30 08:03:00,30,SEVERE RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_104,2,11,1,1,41.934506,-87.585619,49,0,Monday,11,8,Morning_Rush,0,1
2026-11-30 08:04:00,30,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,CURVE ON GRADE,WET,NO DEFECTS,Y,PHYSICAL CONDITION OF DRIVER,BEAT_101,2,11,0,1,41.89355,-87.618444,49,0,Monday,11,8,Morning_Rush,0,0
2026-11-30 10:23:00,45,SNOW,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,ICE,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_104,1,11,1,1,41.939667,-87.582856,49,0,Monday,11,10,Midday,0,1
2026-11-30 10:52:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,ICE,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_116,2,11,0,1,42.117458,-87.435289,49,0,Monday,11,10,Midday,0,0
2026-11-30 15:00:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_103,2,11,0,1,41.925466,-87.593011,49,0,Monday,11,15,Midday,0,0
2026-11-30 17:44:00,30,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT ON GRADE,DRY,NO DEFECTS,N,WEATHER,BEAT_112,2,11,0,1,42.05809,-87.485732,49,0,Monday,11,17,Evening_Rush,0,0
2026-11-30 18:16:00,25,SNOW,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,WEATHER,BEAT_120,2,11,0,1,42.184099,-87.387473,49,0,Monday,11,18,Evening_Rush,0,0
2026-11-30 19:39:00,20,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",N,DISREGARDING TRAFFIC SIGNALS,BEAT_119,3,11,0,1,42.164012,-87.404721,49,0,Monday,11,19,Evening_Rush,0,0
2026-11-30 21:09:00,25,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",Y,WEATHER,BEAT_103,2,11,1,1,41.920939,-87.597177,49,0,Monday,11,21,Night,0,1
2026-11-30 22:08:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,DISREGARDING TRAFFIC SIGNALS,BEAT_112,2,11,0,1,42.057519,-87.488059,49,0,Monday,11,22,Night,0,0
2026-11-30 23:29:00,40,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,ICE,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_119,2,11,0,1,42.149704,-87.403334,49,0,Monday,11,23,Night,0,0
2026-12-01 03:54:00,30,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_112,2,12,0,2,42.054927,-87.48393,49,1,Tuesday,12,3,Night,0,0
2026-12-01 07:48:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_106,1,12,0,2,41.964996,-87.562566,49,1,Tuesday,12,7,Morning_Rush,0,0
2026-12-01 12:45:00,25,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_117,2,12,0,2,42.134728,-87.426893,49,1,Tuesday,12,12,Midday,0,0
2026-12-01 14:05:00,25,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,"CURVE, LEVEL",DRY,NO DEFECTS,N,WEATHER,BEAT_101,1,12,0,2,41.891781,-87.619142,49,1,Tuesday,12,14,Midday,0,0
2026-12-01 14:20:00,25,CLEAR,DAWN,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,WORN SURFACE,N,FOLLOWING TOO CLOSELY,BEAT_114,2,12,3,2,42.090906,-87.46297,49,1,Tuesday,12,14,Midday,0,1
2026-12-01 14:46:00,40,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_108,3,12,3,2,41.99799,-87.540725,49,1,Tuesday,12,14,Midday,0,1
