CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-03-30 00:13:00,25,RAIN,DAYLIGHT,FIXED OBJECT,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_111,3,3,0,1,42.047262,-87.496532,14,0,Monday,3,0,Night,0,0
2026-03-30 03:29:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_118,3,3,0,1,42.144448,-87.410434,14,0,Monday,3,3,Night,0,0
2026-03-30 05:00:00,25,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_114,2,3,0,1,42.089395,-87.460904,14,0,Monday,3,5,Night,0,0
2026-03-30 06:02:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,WORN SURFACE,N,DISREGARDING TRAFFIC SIGNALS,BEAT_107,2,3,0,1,41.985712,-87.546411,14,0,Monday,3,6,Morning_Rush,0,0
2026-03-30 08:03:00,25,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,WEATHER,BEAT_114,2,3,1,1,42.087701,-87.458423,14,0,Monday,3,8,Morning_Rush,0,1
2026-03-30 09:29:00,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,DISREGARDING TRAFFIC SIGNALS,BEAT_104,2,3,0,1,41.942051,-87.592108,14,0,Monday,3,9,Morning_Rush,0,0
2026-03-30 10:49:00,30,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,WEATHER,BEAT_116,2,3,0,1,42.118743,-87.437009,14,0,Monday,3,10,Midday,0,0
2026-03-30 12:54:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,SHOULDER DEFECT,N,FOLLOWING TOO CLOSELY,BEAT_118,2,3,0,1,42.14195,-87.41601,14,0,Monday,3,12,Midday,0,0
2026-03-30 13:18:00,25,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_111,2,3,0,1,42.047848,-87.494051,14,0,Monday,3,13,Midday,0,0
2026-03-30 14:16:00,25,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,ICE,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_102,2,3,0,1,41.906502,-87.607173,14,0,Monday,3,14,Midday,0,0
2026-03-30 18:40:00,25,RAIN,DAYLIGHT,REAR END,ALLEY,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,IMPROPER OVERTAKING/PASSING,BEAT_106,1,3,2,1,41.965397,-87.554637,14,0,Monday,3,18,Evening_Rush,0,1
2026-03-30 19:05:00,25,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_104,2,3,0,1,41.942253,-87.577797,14,0,Monday,3,19,Evening_Rush,0,0
2026-03-30 19:30:00,25,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,ICE,"RUT, HOLES",N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_104,2,3,1,1,41.933633,-87.578755,14,0,Monday,3,19,Evening_Rush,0,1
2026-03-30 21:05:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_105,2,3,0,1,41.952162,-87.569808,14,0,Monday,3,21,Night,0,0
2026-03-30 21:46:00,25,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,BEAT_108,2,3,2,1,42.002055,-87.533412,14,0,Monday,3,21,Night,0,1
2026-03-30 22:32:00,25,SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_109,3,3,0,1,42.013457,-87.521417,14,0,Monday,3,22,Night,0,0
2026-03-30 22:43:00,25,CLEAR,DARKNESS,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_109,2,3,0,1,42.014298,-87.517599,14,0,Monday,3,22,Night,0,0
2026-03-30 22:43:00,50,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,WEATHER,BEAT_106,3,3,0,1,41.967552,-87.553997,14,0,Monday,3,22,Night,0,0
2026-03-31 07:22:00,20,SNOW,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_116,2,3,1,2,42.115727,-87.440646,14,1,Tuesday,3,7,Morning_Rush,0,1
