CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-06-15 08:02:00,25,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_109,2,6,0,1,42.01739,-87.521227,25,0,Monday,6,8,Morning_Rush,0,0
2026-06-15 08:07:00,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_102,2,6,0,1,41.909443,-87.610228,25,0,Monday,6,8,Morning_Rush,0,0
2026-06-15 10:28:00,25,SNOW,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_110,3,6,0,1,42.031985,-87.510681,25,0,Monday,6,10,Midday,0,0
2026-06-15 11:18:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ALLEY,STRAIGHT ON GRADE,DRY,"RUT, HOLES",Y,WEATHER,BEAT_118,2,6,0,1,42.147412,-87.417349,25,0,Monday,6,11,Midday,0,0
2026-06-15 11:23:00,40,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,WEATHER,BEAT_113,2,6,0,1,42.066733,-87.474109,25,0,Monday,6,11,Midday,0,0
2026-06-15 13:10:00,35,RAIN,DAYLIGHT,REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_111,2,6,0,1,42.041787,-87.494624,25,0,Monday,6,13,Midday,0,0
2026-06-15 13:52:00,25,SEVERE RAIN,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_101,2,6,0,1,41.887759,-87.616777,25,0,Monday,6,13,Midday,0,0
2026-06-15 23:06:00,25,CLEAR,DAWN,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_118,1,6,0,1,42.146287,-87.412702,25,0,Monday,6,23,Night,0,0
2026-06-15 23:54:00,30,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,"RUT, HOLES",Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_102,2,6,1,1,41.910525,-87.604138,25,0,Monday,6,23,Night,0,1
2026-06-16 02:28:00,30,SNOW,DAYLIGHT,REAR END,ALLEY,STRAIGHT AND LEVEL,WET,"RUT, HOLES",N,IMPROPER OVERTAKING/PASSING,BEAT_120,1,6,0,2,42.179623,-87.392861,25,1,Tuesday,6,2,Night,0,0
2026-06-16 02:59:00,45,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_119,2,6,0,2,42.158258,-87.40108,25,1,Tuesday,6,2,Night,0,0
2026-06-16 04:39:00,45,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_104,3,6,0,2,41.937095,-87.581668,25,1,Tuesday,6,4,Night,0,0
2026-06-16 10:39:00,30,SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,WORN SURFACE,N,FOLLOWING TOO CLOSELY,BEAT_103,2,6,0,2,41.918505,-87.594941,25,1,Tuesday,6,10,Midday,0,0
2026-06-16 11:02:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,BEAT_102,2,6,1,2,41.907811,-87.607145,25,1,Tuesday,6,11,Midday,0,1
2026-06-16 17:24:00,50,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_107,2,6,0,2,41.982452,-87.544272,25,1,Tuesday,6,17,Evening_Rush,0,0
2026-06-16 17:58:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_120,1,6,0,2,42.175373,-87.386254,25,1,Tuesday,6,17,Evening_Rush,0,0
2026-06-16 19:05:00,45,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,ICE,"RUT, HOLES",N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_118,2,6,1,2,42.1511,-87.413005,25,1,Tuesday,6,19,Evening_Rush,0,1
2026-06-16 21:12:00,50,CLEAR,DAWN,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_113,2,6,0,2,42.071991,-87.475404,25,1,Tuesday,6,21,Night,0,0
2026-06-17 00:58:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",N,DISREGARDING TRAFFIC SIGNALS,BEAT_116,2,6,0,3,42.120561,-87.436278,25,2,Wednesday,6,0,Night,0,0
2026-06-17 01:49:00,25,RAIN,DAYLIGHT,REAR END,ALLEY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_119,2,6,0,3,42.162149,-87.401382,25,2,Wednesday,6,1,Night,0,0
