CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-09-14 00:03:00,25,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN,"CURVE, LEVEL",DRY,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_114,1,9,0,1,42.086708,-87.46273,38,0,Monday,9,0,Night,0,0
2026-09-14 00:48:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN,"CURVE, LEVEL",DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_115,2,9,1,1,42.098269,-87.445915,38,0,Monday,9,0,Night,0,1
2026-09-14 06:20:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,T-INTERSECTION,"CURVE, LEVEL",DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_101,2,9,0,1,41.888476,-87.615773,38,0,Monday,9,6,Morning_Rush,0,0
2026-09-14 16:04:00,45,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,IMPROPER OVERTAKING/PASSING,BEAT_118,2,9,0,1,42.14718,-87.411366,38,0,Monday,9,16,Evening_Rush,0,0
2026-09-14 16:15:00,35,CLEAR,DAWN,FIXED OBJECT,T-INTERSECTION,"CURVE, LEVEL",DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_109,2,9,0,1,42.01536,-87.521399,38,0,Monday,9,16,Evening_Rush,0,0
2026-09-14 21:00:00,25,RAIN,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_119,2,9,1,1,42.161099,-87.406131,38,0,Monday,9,21,Night,0,1
2026-09-14 23:23:00,25,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,"RUT, HOLES",N,FOLLOWING TOO CLOSELY,BEAT_104,2,9,0,1,41.9361,-87.586904,38,0,Monday,9,23,Night,0,0
2026-09-14 23:32:00,55,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",Y,FOLLOWING TOO CLOSELY,BEAT_105,2,9,1,1,41.955157,-87.568649,38,0,Monday,9,23,Night,0,1
2026-09-14 23:53:00,50,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,"CURVE, LEVEL",DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_120,2,9,0,1,42.174656,-87.387278,38,0,Monday,9,23,Night,0,0
2026-09-15 04:06:00,45,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_112,2,9,0,2,42.058762,-87.488831,38,1,Tuesday,9,4,Night,0,0
