CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-01-01 01:14:00,40,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_112,2,1,0,4,42.05424,-87.485476,1,3,Thursday,1,1,Night,0,0
2026-01-01 01:37:00,30,RAIN,DARKNESS,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,WORN SURFACE,N,FOLLOWING TOO CLOSELY,BEAT_109,2,1,0,4,42.01551,-87.519748,1,3,Thursday,1,1,Night,0,0
2026-01-01 05:44:00,35,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,WEATHER,BEAT_115,2,1,0,4,42.10498,-87.449033,1,3,Thursday,1,5,Night,0,0
2026-01-01 06:31:00,20,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_117,2,1,0,4,42.131277,-87.426212,1,3,Thursday,1,6,Morning_Rush,0,0
2026-01-01 08:47:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,DEBRIS ON ROAD,Y,IMPROPER OVERTAKING/PASSING,BEAT_109,2,1,0,4,42.012062,-87.527498,1,3,Thursday,1,8,Morning_Rush,0,0
2026-01-01 12:45:00,30,CLEAR,DARKNESS,REAR END,ONE-WAY,STRAIGHT AND LEVEL,ICE,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_116,2,1,0,4,42.118598,-87.434811,1,3,Thursday,1,12,Midday,0,0
2026-01-01 14:35:00,45,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,"CURVE, LEVEL",SNOW OR SLUSH,NO DEFECTS,Y,WEATHER,BEAT_116,2,1,0,4,42.11984,-87.444707,1,3,Thursday,1,14,Midday,0,0
2026-01-01 19:46:00,55,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_112,2,1,0,4,42.059748,-87.485955,1,3,Thursday,1,19,Evening_Rush,0,0
2026-01-02 00:47:00,35,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,IMPROPER OVERTAKING/PASSING,BEAT_112,2,1,0,5,42.061101,-87.485343,1,4,Friday,1,0,Night,0,0
2026-01-02 06:20:00,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,T-INTERSECTION,STRAIGHT AND LEVEL,WET,WORN SURFACE,N,DISREGARDING TRAFFIC SIGNALS,BEAT_120,2,1,0,5,42.174462,-87.387097,1,4,Friday,1,6,Morning_Rush,0,0
2026-01-02 14:05:00,50,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_115,2,1,0,5,42.10778,-87.445346,1,4,Friday,1,14,Midday,0,0
2026-01-02 22:36:00,40,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_105,1,1,0,5,41.952778,-87.572008,1,4,Friday,1,22,Night,0,0
2026-01-02 23:30:00,40,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_102,2,1,0,5,41.907545,-87.602164,1,4,Friday,1,23,Night,0,0
2026-01-03 00:08:00,35,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,ICE,NO DEFECTS,N,IMPROPER OVERTAKING/PASSING,BEAT_109,2,1,1,6,42.014109,-87.524011,1,5,Saturday,1,0,Night,1,1
2026-01-03 01:15:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,BEAT_101,2,1,0,6,41.892959,-87.622453,1,5,Saturday,1,1,Night,1,0
2026-01-03 04:52:00,40,CLEAR,DARKNESS,REAR END,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_118,2,1,0,6,42.149681,-87.413777,1,5,Saturday,1,4,Night,1,0
2026-01-03 05:27:00,25,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_113,2,1,0,6,42.069982,-87.471965,1,5,Saturday,1,5,Night,1,0
2026-01-03 16:13:00,20,FOG/SMOKE/HAZE,DAYLIGHT,TURNING,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_120,2,1,0,6,42.174476,-87.387315,1,5,Saturday,1,16,Evening_Rush,1,0
2026-01-03 16:42:00,25,RAIN,DARKNESS,ANGLE,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_108,2,1,0,6,42.002877,-87.530184,1,5,Saturday,1,16,Evening_Rush,1,0
2026-01-03 20:41:00,50,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ALLEY,CURVE ON GRADE,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_102,2,1,0,6,41.909362,-87.611005,1,5,Saturday,1,20,Night,1,0
2026-01-03 21:20:00,35,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_112,2,1,0,6,42.059902,-87.484053,1,5,Saturday,1,21,Night,1,0
2026-01-03 22:08:00,45,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,WET,"RUT, HOLES",Y,WEATHER,BEAT_101,2,1,1,6,41.892289,-87.619038,1,5,Saturday,1,22,Night,1,1
2026-01-03 22:10:00,20,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_116,2,1,0,6,42.115885,-87.442214,1,5,Saturday,1,22,Night,1,0
2026-01-03 23:52:00,25,SNOW,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,BEAT_106,2,1,0,6,41.969365,-87.553869,1,5,Saturday,1,23,Night,1,0
