CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-03-02 00:40:00,25,SNOW,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,SNOW OR SLUSH,WORN SURFACE,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_117,1,3,0,1,42.135508,-87.425451,10,0,Monday,3,0,Night,0,0
2026-03-02 02:00:00,25,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,T-INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,WEATHER,BEAT_106,3,3,0,1,41.966267,-87.560462,10,0,Monday,3,2,Night,0,0
2026-03-02 05:37:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,WORN SURFACE,N,DISREGARDING TRAFFIC SIGNALS,BEAT_105,2,3,0,1,41.952022,-87.567489,10,0,Monday,3,5,Night,0,0
2026-03-02 07:53:00,35,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_114,1,3,0,1,42.084129,-87.46119,10,0,Monday,3,7,Morning_Rush,0,0
2026-03-02 09:58:00,55,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_107,2,3,0,1,41.980903,-87.549163,10,0,Monday,3,9,Morning_Rush,0,0
2026-03-02 12:54:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_111,2,3,0,1,42.039341,-87.498362,10,0,Monday,3,12,Midday,0,0
2026-03-02 13:17:00,25,SNOW,"DARKNESS, LIGHTED ROAD",ANGLE,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,"RUT, HOLES",Y,IMPROPER OVERTAKING/PASSING,BEAT_102,1,3,1,1,41.910197,-87.603579,10,0,Monday,3,13,Midday,0,1
2026-03-02 13:51:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_106,2,3,0,1,41.96519,-87.558993,10,0,Monday,3,13,Midday,0,0
2026-03-02 16:49:00,35,SEVERE RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_114,2,3,0,1,42.092846,-87.458164,10,0,Monday,3,16,Evening_Rush,0,0
2026-03-02 18:54:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_109,2,3,0,1,42.013874,-87.518895,10,0,Monday,3,18,Evening_Rush,0,0
