CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-02-09 04:03:00,25,CLEAR,DAWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_117,2,2,0,1,42.132266,-87.424647,7,0,Monday,2,4,Night,0,0
2026-02-09 09:30:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,IMPROPER OVERTAKING/PASSING,BEAT_119,2,2,0,1,42.161473,-87.400478,7,0,Monday,2,9,Morning_Rush,0,0
2026-02-09 12:21:00,45,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,"CURVE, LEVEL",SNOW OR SLUSH,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_115,2,2,1,1,42.104688,-87.449488,7,0,Monday,2,12,Midday,0,1
2026-02-09 13:50:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",Y,WEATHER,BEAT_113,1,2,0,1,42.079353,-87.474402,7,0,Monday,2,13,Midday,0,0
2026-02-09 16:59:00,25,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_103,2,2,0,1,41.924055,-87.592935,7,0,Monday,2,16,Evening_Rush,0,0
2026-02-09 17:40:00,25,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,ICE,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_104,2,2,2,1,41.93469,-87.574129,7,0,Monday,2,17,Evening_Rush,0,1
2026-02-09 21:47:00,25,RAIN,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN,"CURVE, LEVEL",ICE,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_108,4,2,1,1,41.999804,-87.536383,7,0,Monday,2,21,Night,0,1
2026-02-09 22:03:00,30,SNOW,DAYLIGHT,REAR END,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_120,2,2,0,1,42.177709,-87.390986,7,0,Monday,2,22,Night,0,0
2026-02-10 01:07:00,40,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,PHYSICAL CONDITION OF DRIVER,BEAT_120,1,2,1,2,42.183154,-87.393969,7,1,Tuesday,2,1,Night,0,1
2026-02-10 03:38:00,25,CLEAR,DARKNESS,TURNING,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_111,2,2,0,2,42.04376,-87.497542,7,1,Tuesday,2,3,Night,0,0
2026-02-10 04:03:00,25,SNOW,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_112,2,2,0,2,42.058927,-87.484102,7,1,Tuesday,2,4,Night,0,0
