CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-10-05 02:19:00,25,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_105,2,10,0,1,41.954966,-87.573633,41,0,Monday,10,2,Night,0,0
2026-10-05 02:54:00,40,SEVERE RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,CURVE ON GRADE,WET,NO DEFECTS,N,DISREGARDING TRAFFIC SIGNALS,BEAT_120,3,10,0,1,42.179233,-87.388469,41,0,Monday,10,2,Night,0,0
2026-10-05 03:04:00,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_105,2,10,0,1,41.960999,-87.575217,41,0,Monday,10,3,Night,0,0
2026-10-05 03:33:00,25,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT ON GRADE,DRY,"RUT, HOLES",Y,PHYSICAL CONDITION OF DRIVER,BEAT_113,1,10,0,1,42.072412,-87.47393,41,0,Monday,10,3,Night,0,0
2026-10-05 05:55:00,30,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,CURVE ON GRADE,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_105,1,10,0,1,41.951007,-87.57296,41,0,Monday,10,5,Night,0,0
2026-10-05 07:55:00,25,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_118,4,10,0,1,42.151253,-87.414244,41,0,Monday,10,7,Morning_Rush,0,0
2026-10-05 10:20:00,30,SEVERE RAIN,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,WET,WORN SURFACE,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_108,2,10,0,1,41.994431,-87.53364,41,0,Monday,10,10,Midday,0,0
2026-10-05 13:38:00,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,WEATHER,BEAT_106,1,10,1,1,41.971117,-87.557927,41,0,Monday,10,13,Midday,0,1
2026-10-05 13:42:00,35,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_119,3,10,0,1,42.166322,-87.405881,41,0,Monday,10,13,Midday,0,0
2026-10-05 14:01:00,25,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT ON GRADE,WET,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_120,2,10,0,1,42.178097,-87.391107,41,0,Monday,10,14,Midday,0,0
