CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-12-07 00:58:00,30,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_114,2,12,0,1,42.083298,-87.457625,50,0,Monday,12,0,Night,0,0
2026-12-07 05:39:00,35,CLEAR,DAYLIGHT,TURNING,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,BEAT_107,2,12,1,1,41.979898,-87.548249,50,0,Monday,12,5,Night,0,1
2026-12-07 06:21:00,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ALLEY,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",Y,PHYSICAL CONDITION OF DRIVER,BEAT_115,2,12,1,1,42.102436,-87.451715,50,0,Monday,12,6,Morning_Rush,0,1
2026-12-07 11:57:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",N,FOLLOWING TOO CLOSELY,BEAT_108,2,12,0,1,41.9953,-87.534922,50,0,Monday,12,11,Midday,0,0
2026-12-07 15:41:00,45,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_120,2,12,0,1,42.178672,-87.390439,50,0,Monday,12,15,Midday,0,0
2026-12-08 03:00:00,45,CLEAR,DARKNESS,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,WET,WORN SURFACE,Y,FOLLOWING TOO CLOSELY,BEAT_119,2,12,2,2,42.164808,-87.403925,50,1,Tuesday,12,3,Night,0,1
2026-12-08 04:08:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_120,4,12,0,2,42.178069,-87.388066,50,1,Tuesday,12,4,Night,0,0
2026-12-08 06:12:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,T-INTERSECTION,STRAIGHT ON GRADE,DRY,"RUT, HOLES",N,DISREGARDING TRAFFIC SIGNALS,BEAT_110,3,12,0,2,42.022931,-87.511124,50,1,Tuesday,12,6,Morning_Rush,0,0
2026-12-08 06:41:00,30,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_120,2,12,0,2,42.178854,-87.389774,50,1,Tuesday,12,6,Morning_Rush,0,0
2026-12-08 07:48:00,35,RAIN,DAYLIGHT,TURNING,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_107,2,12,0,2,41.981067,-87.545352,50,1,Tuesday,12,7,Morning_Rush,0,0
2026-12-08 10:05:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,WORN SURFACE,N,IMPROPER OVERTAKING/PASSING,BEAT_120,2,12,0,2,42.181926,-87.392728,50,1,Tuesday,12,10,Midday,0,0
