CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,NUM_UNITS,CRASH_MONTH,INJURIES_TOTAL,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE,week,day_of_week,day_name,month,hour,time_of_day,is_weekend,incident_occurred
2026-01-06 00:24:00,25,SNOW,DAWN,PARKED MOTOR VEHICLE,T-INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,WEATHER,BEAT_117,2,1,0,2,42.136822,-87.431861,2,1,Tuesday,1,0,Night,0,0
2026-01-06 02:06:00,30,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,WEATHER,BEAT_103,2,1,0,2,41.918405,-87.592955,2,1,Tuesday,1,2,Night,0,0
2026-01-06 04:39:00,25,SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,IMPROPER OVERTAKING/PASSING,BEAT_108,2,1,0,2,42.000057,-87.540793,2,1,Tuesday,1,4,Night,0,0
2026-01-06 04:52:00,30,SNOW,"DARKNESS, LIGHTED ROAD",TURNING,ALLEY,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_102,2,1,0,2,41.907653,-87.608209,2,1,Tuesday,1,4,Night,0,0
2026-01-06 05:28:00,30,RAIN,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,WEATHER,BEAT_111,2,1,0,2,42.04521,-87.498489,2,1,Tuesday,1,5,Night,0,0
2026-01-06 08:14:00,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,BEAT_112,2,1,0,2,42.058095,-87.48538,2,1,Tuesday,1,8,Morning_Rush,0,0
2026-01-06 08:42:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_113,2,1,0,2,42.078216,-87.470207,2,1,Tuesday,1,8,Morning_Rush,0,0
2026-01-06 09:16:00,25,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,PHYSICAL CONDITION OF DRIVER,BEAT_114,2,1,0,2,42.086312,-87.461886,2,1,Tuesday,1,9,Morning_Rush,0,0
2026-01-06 12:25:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_105,1,1,0,2,41.952394,-87.568858,2,1,Tuesday,1,12,Midday,0,0
2026-01-06 15:29:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,WEATHER,BEAT_119,2,1,0,2,42.162786,-87.401233,2,1,Tuesday,1,15,Midday,0,0
2026-01-06 21:18:00,45,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,BEAT_120,2,1,1,2,42.178326,-87.391054,2,1,Tuesday,1,21,Night,0,1
2026-01-06 23:30:00,25,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,WEATHER,BEAT_107,2,1,0,2,41.984663,-87.543709,2,1,Tuesday,1,23,Night,0,0
2026-01-13 04:02:00,45,CLEAR,DAWN,REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,WEATHER,BEAT_103,2,1,0,2,41.922135,-87.589788,3,1,Tuesday,1,4,Night,0,0
2026-01-13 04:09:00,55,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,FOLLOWING TOO CLOSELY,BEAT_103,2,1,0,2,41.924376,-87.598159,3,1,Tuesday,1,4,Night,0,0
2026-01-13 05:12:00,30,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN,STRAIGHT ON GRADE,WET,NO DEFECTS,N,FAILING TO YIELD RIGHT-OF-WAY,BEAT_115,2,1,0,2,42.101905,-87.445745,3,1,Tuesday,1,5,Night,0,0
2026-01-13 08:01:00,30,RAIN,DARKNESS,REAR END,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,FOLLOWING TOO CLOSELY,BEAT_118,2,1,0,2,42.149665,-87.414452,3,1,Tuesday,1,8,Morning_Rush,0,0
